,unit_name,major_award_count,trr_count,unsustained_count,white,black,other,black_dominant_district,non_black_dominant_district,female,male,misconduct_rate_higher_than_11,misconduct_rate_higher_than_25
2834,24,0,1,3,1,0,0,0,1,0,1,0,0
2835,11,0,6,1,1,0,0,1,0,0,1,1,0
2836,15,0,4,2,1,0,0,0,1,0,1,0,0
2837,12,0,1,4,1,0,0,0,1,0,1,0,0
2838,13,0,14,8,0,0,1,0,1,0,1,1,1
2839,11,0,3,1,1,0,0,1,0,0,1,1,0
2840,2,0,1,1,0,1,0,0,1,1,0,0,0
2841,11,0,1,0,0,0,1,1,0,1,0,1,0
2842,3,0,1,0,0,1,0,0,1,1,0,0,0
2843,12,0,1,0,1,0,0,0,1,0,1,0,0
2844,8,0,1,0,0,0,1,1,0,0,1,1,0
2845,5,0,6,0,0,0,1,0,1,0,1,0,0
2846,5,0,1,0,1,0,0,0,1,0,1,0,0
2847,19,0,1,0,1,0,0,0,1,0,1,0,0
2848,5,0,5,0,1,0,0,0,1,0,1,0,0
2849,5,0,1,0,1,0,0,0,1,0,1,0,0
2850,11,0,5,0,1,0,0,1,0,1,0,1,0
2851,11,0,4,0,1,0,0,1,0,0,1,1,0
2852,3,0,1,0,1,0,0,0,1,0,1,0,0
2853,6,0,1,0,1,0,0,0,1,0,1,0,0
2854,8,0,1,0,1,0,0,1,0,0,1,1,0
2855,11,0,1,0,0,1,0,1,0,0,1,1,0
2856,11,0,2,0,1,0,0,1,0,0,1,1,0
2857,25,0,2,0,1,0,0,0,1,1,0,0,0
2858,2,0,5,0,1,0,0,0,1,0,1,0,0
2859,15,0,2,0,1,0,0,0,1,0,1,0,0
2860,11,0,3,0,0,0,1,1,0,0,1,1,0
2861,17,0,2,0,1,0,0,0,1,0,1,0,0
2862,15,0,1,0,1,0,0,0,1,0,1,0,0
2863,25,0,0,0,1,0,0,0,1,0,1,0,0
2864,12,0,0,1,1,0,0,0,1,0,1,0,0
2865,22,0,0,0,1,0,0,0,1,0,1,0,0
2866,23,0,0,1,1,0,0,0,1,1,0,1,1
2867,4,0,0,9,0,0,1,0,1,0,1,0,0
2868,6,0,0,4,1,0,0,0,1,0,1,0,0
2869,16,0,0,2,1,0,0,0,1,1,0,0,0
2870,14,0,0,1,1,0,0,1,0,0,1,1,0
2871,2,0,0,1,0,1,0,0,1,0,1,0,0
2872,6,0,0,7,0,1,0,0,1,0,1,0,0
2873,2,0,0,2,0,1,0,0,1,1,0,0,0
2874,15,0,0,20,0,1,0,0,1,0,1,0,0
2875,2,0,0,22,0,1,0,0,1,1,0,0,0
2876,12,0,0,12,1,0,0,0,1,0,1,0,0
2877,5,0,0,7,0,1,0,0,1,0,1,0,0
2878,2,0,0,6,0,1,0,0,1,0,1,0,0
2879,21,0,0,0,0,1,0,0,1,0,1,1,1
2880,6,0,0,0,0,1,0,0,1,0,1,0,0
2881,5,0,0,3,0,1,0,0,1,0,1,0,0
2882,2,0,0,8,0,1,0,0,1,0,1,0,0
2883,23,0,0,0,1,0,0,0,1,0,1,1,1
2884,1,0,0,0,1,0,0,0,1,0,1,0,0
2885,3,0,0,6,0,1,0,0,1,0,1,0,0
2886,14,0,0,4,0,0,1,1,0,0,1,1,0
2887,24,0,0,5,1,0,0,0,1,0,1,0,0
2888,7,0,0,2,1,0,0,0,1,1,0,0,0
2889,15,0,0,5,0,1,0,0,1,1,0,0,0
2890,7,0,0,0,0,1,0,0,1,0,1,0,0
2891,22,0,0,0,0,1,0,0,1,0,1,0,0
2892,7,0,0,0,0,1,0,0,1,0,1,0,0
2893,12,0,0,0,0,0,1,0,1,0,1,0,0
2894,5,0,0,0,1,0,0,0,1,0,1,0,0
2895,11,0,0,0,1,0,0,1,0,0,1,1,0
2896,17,0,0,0,1,0,0,0,1,0,1,0,0
2897,12,0,0,0,1,0,0,0,1,1,0,0,0
2898,8,0,0,0,1,0,0,1,0,0,1,1,0
2899,11,0,0,0,1,0,0,1,0,0,1,1,0
2900,8,0,0,0,1,0,0,1,0,0,1,1,0
2901,2,0,0,0,0,1,0,0,1,0,1,0,0
2902,1,0,0,0,0,1,0,0,1,0,1,0,0
2903,1,0,0,8,0,0,1,0,1,0,1,0,0
2904,1,0,0,1,1,0,0,0,1,0,1,0,0
2905,1,0,0,5,1,0,0,0,1,0,1,0,0
2906,1,0,0,2,1,0,0,0,1,0,1,0,0
2907,1,0,0,6,1,0,0,0,1,0,1,0,0
2908,1,0,0,1,1,0,0,0,1,0,1,0,0
2909,8,0,0,5,1,0,0,1,0,0,1,1,0
2910,25,0,0,7,1,0,0,0,1,0,1,0,0
2911,14,0,0,2,0,0,1,1,0,0,1,1,0
2912,3,0,0,2,0,1,0,0,1,1,0,0,0
2913,1,0,0,1,1,0,0,0,1,0,1,0,0
2914,15,0,0,17,0,1,0,0,1,0,1,0,0
2915,19,0,0,0,1,0,0,0,1,0,1,0,0
2916,17,0,0,0,1,0,0,0,1,0,1,0,0
2917,15,0,0,4,0,1,0,0,1,0,1,0,0
2918,14,0,0,6,1,0,0,1,0,0,1,1,0
2919,8,0,0,13,1,0,0,1,0,0,1,1,0
2920,15,0,0,0,0,1,0,0,1,0,1,0,0
2921,9,0,0,6,0,0,1,1,0,0,1,1,0
2922,14,0,0,6,0,0,1,1,0,0,1,1,0
2923,7,0,0,22,0,1,0,0,1,0,1,0,0
2924,8,0,0,2,1,0,0,1,0,1,0,1,0
2925,8,0,0,3,1,0,0,1,0,0,1,1,0
2926,2,0,0,4,0,1,0,0,1,1,0,0,0
2927,15,0,0,15,0,1,0,0,1,0,1,0,0
2928,10,0,0,6,0,0,1,0,1,0,1,1,0
2929,25,0,0,2,0,1,0,0,1,0,1,0,0
2930,3,0,0,3,0,1,0,0,1,0,1,0,0
2931,21,0,0,3,0,1,0,0,1,1,0,1,1
2932,9,0,0,1,0,0,1,1,0,0,1,1,0
2933,7,0,0,2,0,1,0,0,1,0,1,0,0
2934,5,0,0,2,0,1,0,0,1,0,1,0,0
2935,3,0,0,0,0,1,0,0,1,0,1,0,0
2936,10,0,0,4,0,0,1,0,1,0,1,1,0
2937,9,0,0,0,1,0,0,1,0,0,1,1,0
2938,2,0,0,0,0,1,0,0,1,0,1,0,0
2939,1,0,0,8,1,0,0,0,1,0,1,0,0
2940,1,0,0,0,0,1,0,0,1,0,1,0,0
2941,14,0,0,2,1,0,0,1,0,0,1,1,0
2942,7,0,0,4,0,1,0,0,1,0,1,0,0
2943,3,0,0,0,1,0,0,0,1,0,1,0,0
2944,15,0,0,1,0,1,0,0,1,0,1,0,0
2945,16,0,0,1,1,0,0,0,1,0,1,0,0
2946,16,0,0,6,1,0,0,0,1,0,1,0,0
2947,7,0,0,0,0,1,0,0,1,0,1,0,0
2948,15,0,0,2,1,0,0,0,1,1,0,0,0
2949,21,0,0,6,0,1,0,0,1,0,1,1,1
2950,14,0,0,1,0,0,1,1,0,0,1,1,0
2951,15,0,0,0,0,1,0,0,1,0,1,0,0
2952,9,0,0,0,1,0,0,1,0,1,0,1,0
2953,1,0,0,3,1,0,0,0,1,0,1,0,0
2954,2,0,0,0,0,1,0,0,1,0,1,0,0
2955,2,0,0,0,0,1,0,0,1,0,1,0,0
2956,7,0,0,0,0,1,0,0,1,0,1,0,0
2957,2,0,0,5,0,1,0,0,1,0,1,0,0
2958,21,0,0,6,0,1,0,0,1,0,1,1,1
2959,14,0,0,6,1,0,0,1,0,0,1,1,0
2960,15,0,0,5,1,0,0,0,1,1,0,0,0
2961,15,0,0,2,0,1,0,0,1,1,0,0,0
2962,15,0,0,0,0,0,1,0,1,1,0,0,0
2963,12,0,0,3,0,0,1,0,1,0,1,0,0
2964,2,0,0,6,0,1,0,0,1,0,1,0,0
2965,12,0,0,1,1,0,0,0,1,1,0,0,0
2966,2,0,0,0,0,1,0,0,1,1,0,0,0
2967,2,0,0,0,0,1,0,0,1,1,0,0,0
2968,9,0,0,0,1,0,0,1,0,0,1,1,0
2969,12,0,0,1,0,0,1,0,1,0,1,0,0
2970,18,0,0,1,0,1,0,0,1,0,1,0,0
2971,24,0,0,0,1,0,0,0,1,0,1,0,0
2972,21,0,0,4,1,0,0,0,1,0,1,1,1
2973,18,0,0,2,1,0,0,0,1,0,1,0,0
2974,12,0,0,12,0,0,1,0,1,0,1,0,0
2975,17,0,0,6,1,0,0,0,1,0,1,0,0
2976,14,0,0,2,0,0,1,1,0,0,1,1,0
2977,16,0,0,6,1,0,0,0,1,0,1,0,0
2978,2,0,0,6,0,1,0,0,1,0,1,0,0
2979,20,0,0,1,0,1,0,0,1,1,0,1,1
2980,7,0,0,2,0,1,0,0,1,1,0,0,0
2981,6,0,0,37,0,1,0,0,1,0,1,0,0
2982,5,0,0,9,1,0,0,0,1,0,1,0,0
2983,22,0,0,1,0,1,0,0,1,1,0,0,0
2984,17,0,0,8,1,0,0,0,1,0,1,0,0
2985,20,0,0,1,1,0,0,0,1,1,0,1,1
2986,9,0,0,2,1,0,0,1,0,0,1,1,0
2987,20,0,0,6,1,0,0,0,1,0,1,1,1
2988,8,0,0,23,1,0,0,1,0,0,1,1,0
2989,18,0,0,1,1,0,0,0,1,0,1,0,0
2990,14,0,0,3,1,0,0,1,0,0,1,1,0
2991,3,0,0,6,1,0,0,0,1,0,1,0,0
2992,6,0,0,10,0,1,0,0,1,0,1,0,0
2993,20,0,0,18,1,0,0,0,1,0,1,1,1
2994,22,0,0,7,1,0,0,0,1,0,1,0,0
2995,22,0,0,3,0,1,0,0,1,0,1,0,0
2996,14,0,0,4,1,0,0,1,0,0,1,1,0
2997,17,0,0,6,1,0,0,0,1,0,1,0,0
2998,24,0,0,8,1,0,0,0,1,0,1,0,0
2999,12,0,0,7,0,0,1,0,1,1,0,0,0
3000,9,0,0,1,1,0,0,1,0,1,0,1,0
3001,16,0,0,5,1,0,0,0,1,0,1,0,0
3002,22,0,0,12,1,0,0,0,1,0,1,0,0
3003,20,0,0,2,1,0,0,0,1,0,1,1,1
3004,2,0,0,4,1,0,0,0,1,0,1,0,0
3005,3,0,0,4,0,1,0,0,1,1,0,0,0
3006,2,0,0,4,0,1,0,0,1,0,1,0,0
3007,3,0,0,2,0,1,0,0,1,0,1,0,0
3008,18,0,0,15,0,0,1,0,1,0,1,0,0
3009,25,0,0,6,1,0,0,0,1,0,1,0,0
3010,17,0,0,1,0,1,0,0,1,1,0,0,0
3011,5,0,0,2,0,1,0,0,1,0,1,0,0
3012,15,0,0,25,0,1,0,0,1,0,1,0,0
3013,7,0,0,0,0,1,0,0,1,1,0,0,0
3014,10,0,0,1,0,0,1,0,1,0,1,1,0
3015,18,0,0,7,1,0,0,0,1,0,1,0,0
3016,1,0,0,2,1,0,0,0,1,0,1,0,0
3017,1,0,0,6,0,1,0,0,1,0,1,0,0
3018,18,0,0,2,1,0,0,0,1,0,1,0,0
3019,8,0,0,3,1,0,0,1,0,0,1,1,0
3020,6,0,0,24,0,1,0,0,1,0,1,0,0
3021,24,0,0,5,1,0,0,0,1,0,1,0,0
3022,2,0,0,18,0,1,0,0,1,1,0,0,0
3023,3,0,0,1,0,1,0,0,1,0,1,0,0
3024,22,0,0,1,0,1,0,0,1,1,0,0,0
3025,18,0,0,3,1,0,0,0,1,0,1,0,0
3026,18,0,0,2,0,1,0,0,1,0,1,0,0
3027,13,0,0,1,1,0,0,0,1,0,1,1,1
3028,15,0,0,5,1,0,0,0,1,0,1,0,0
3029,15,0,0,9,0,1,0,0,1,0,1,0,0
3030,2,0,0,1,1,0,0,0,1,0,1,0,0
3031,5,0,0,2,0,1,0,0,1,1,0,0,0
3032,1,0,0,8,0,1,0,0,1,0,1,0,0
3033,3,0,0,10,0,1,0,0,1,0,1,0,0
3034,24,0,0,0,1,0,0,0,1,0,1,0,0
3035,22,0,0,2,0,1,0,0,1,0,1,0,0
3036,4,0,0,5,1,0,0,0,1,1,0,0,0
3037,16,0,0,5,1,0,0,0,1,0,1,0,0
3038,21,0,0,2,1,0,0,0,1,0,1,1,1
3039,25,0,0,6,0,1,0,0,1,1,0,0,0
3040,5,0,0,3,0,1,0,0,1,1,0,0,0
3041,2,0,0,5,0,1,0,0,1,0,1,0,0
3042,3,0,0,0,0,1,0,0,1,0,1,0,0
3043,4,0,0,1,0,1,0,0,1,0,1,0,0
3044,14,0,0,1,1,0,0,1,0,0,1,1,0
3045,7,0,0,23,0,1,0,0,1,0,1,0,0
3046,6,0,0,4,0,1,0,0,1,0,1,0,0
3047,11,0,0,0,0,0,1,1,0,0,1,1,0
3048,7,0,0,0,0,1,0,0,1,0,1,0,0
3049,14,0,0,0,0,0,1,1,0,0,1,1,0
3050,19,0,0,22,1,0,0,0,1,0,1,0,0
3051,21,0,0,0,1,0,0,0,1,0,1,1,1
3052,23,0,0,0,1,0,0,0,1,0,1,1,1
3053,3,0,0,1,0,1,0,0,1,0,1,0,0
3054,6,0,0,6,0,1,0,0,1,0,1,0,0
3055,7,0,0,2,0,1,0,0,1,0,1,0,0
3056,2,0,0,5,0,1,0,0,1,0,1,0,0
3057,8,0,0,4,1,0,0,1,0,0,1,1,0
3058,19,0,0,2,1,0,0,0,1,0,1,0,0
3059,7,0,0,3,0,1,0,0,1,1,0,0,0
3060,12,0,0,2,1,0,0,0,1,1,0,0,0
3061,9,0,0,2,0,1,0,1,0,0,1,1,0
3062,3,0,0,12,0,1,0,0,1,0,1,0,0
3063,9,0,0,3,1,0,0,1,0,0,1,1,0
3064,14,0,0,16,0,1,0,1,0,0,1,1,0
3065,17,0,0,5,1,0,0,0,1,0,1,0,0
3066,15,0,0,0,0,1,0,0,1,1,0,0,0
3067,7,0,0,4,0,1,0,0,1,0,1,0,0
3068,13,0,0,16,1,0,0,0,1,0,1,1,1
3069,22,0,0,8,1,0,0,0,1,0,1,0,0
3070,8,0,0,1,1,0,0,1,0,0,1,1,0
3071,5,0,0,2,0,1,0,0,1,0,1,0,0
3072,6,0,0,5,0,1,0,0,1,1,0,0,0
3073,12,0,0,6,1,0,0,0,1,0,1,0,0
3074,16,0,0,13,1,0,0,0,1,0,1,0,0
3075,14,0,0,2,0,0,1,1,0,0,1,1,0
3076,11,0,0,2,0,1,0,1,0,0,1,1,0
3077,6,0,0,10,0,1,0,0,1,0,1,0,0
3078,24,0,0,11,1,0,0,0,1,0,1,0,0
3079,11,0,0,1,0,1,0,1,0,1,0,1,0
3080,12,0,0,5,1,0,0,0,1,0,1,0,0
3081,8,0,0,2,1,0,0,1,0,0,1,1,0
3082,17,0,0,2,1,0,0,0,1,0,1,0,0
3083,6,0,0,2,1,0,0,0,1,0,1,0,0
3084,6,0,0,2,0,1,0,0,1,1,0,0,0
3085,14,0,0,0,1,0,0,1,0,1,0,1,0
3086,20,0,0,1,1,0,0,0,1,0,1,1,1
3087,11,0,0,0,1,0,0,1,0,0,1,1,0
3088,11,0,0,2,1,0,0,1,0,0,1,1,0
3089,12,0,0,2,0,1,0,0,1,0,1,0,0
3090,8,0,0,2,1,0,0,1,0,1,0,1,0
3091,23,0,0,7,1,0,0,0,1,0,1,1,1
3092,25,0,0,12,1,0,0,0,1,0,1,0,0
3093,15,0,0,2,1,0,0,0,1,1,0,0,0
3094,19,0,0,0,1,0,0,0,1,1,0,0,0
3095,18,0,0,0,0,1,0,0,1,1,0,0,0
3096,23,0,0,2,1,0,0,0,1,0,1,1,1
3097,1,0,0,0,1,0,0,0,1,0,1,0,0
3098,24,0,0,3,1,0,0,0,1,0,1,0,0
3099,8,0,0,6,1,0,0,1,0,0,1,1,0
3100,19,0,0,0,1,0,0,0,1,0,1,0,0
3101,15,0,0,1,0,1,0,0,1,1,0,0,0
3102,4,0,0,1,0,1,0,0,1,0,1,0,0
3103,1,0,0,0,0,1,0,0,1,0,1,0,0
3104,7,0,0,1,0,1,0,0,1,1,0,0,0
3105,15,0,0,0,1,0,0,0,1,1,0,0,0
3106,5,0,0,3,0,1,0,0,1,0,1,0,0
3107,1,0,0,1,1,0,0,0,1,0,1,0,0
3108,4,0,0,12,0,1,0,0,1,0,1,0,0
3109,23,0,0,0,0,1,0,0,1,0,1,1,1
3110,16,0,0,0,1,0,0,0,1,0,1,0,0
3111,7,0,0,1,0,1,0,0,1,0,1,0,0
3112,8,0,0,4,1,0,0,1,0,1,0,1,0
3113,3,0,0,0,0,1,0,0,1,0,1,0,0
3114,18,0,0,0,1,0,0,0,1,0,1,0,0
3115,14,0,0,1,1,0,0,1,0,1,0,1,0
3116,16,0,0,0,1,0,0,0,1,0,1,0,0
3117,8,0,0,3,1,0,0,1,0,0,1,1,0
3118,6,0,0,2,0,1,0,0,1,0,1,0,0
3119,21,0,0,4,0,1,0,0,1,0,1,1,1
3120,18,0,0,3,1,0,0,0,1,0,1,0,0
3121,13,0,0,6,0,0,1,0,1,0,1,1,1
3122,18,0,0,5,0,1,0,0,1,0,1,0,0
3123,19,0,0,6,1,0,0,0,1,0,1,0,0
3124,1,0,0,1,0,1,0,0,1,0,1,0,0
3125,1,0,0,10,1,0,0,0,1,0,1,0,0
3126,5,0,0,9,0,1,0,0,1,0,1,0,0
3127,13,0,0,1,1,0,0,0,1,0,1,1,1
3128,19,0,0,4,1,0,0,0,1,0,1,0,0
3129,22,0,0,5,0,1,0,0,1,0,1,0,0
3130,25,0,0,2,1,0,0,0,1,0,1,0,0
3131,16,0,0,7,1,0,0,0,1,0,1,0,0
3132,22,0,0,7,0,1,0,0,1,1,0,0,0
3133,2,0,0,3,0,1,0,0,1,0,1,0,0
3134,5,0,0,4,0,1,0,0,1,1,0,0,0
3135,7,0,0,23,0,1,0,0,1,0,1,0,0
3136,7,0,0,16,0,1,0,0,1,0,1,0,0
3137,18,0,0,3,0,1,0,0,1,0,1,0,0
3138,18,0,0,20,1,0,0,0,1,0,1,0,0
3139,18,0,0,2,1,0,0,0,1,0,1,0,0
3140,1,0,0,13,0,1,0,0,1,0,1,0,0
3141,22,0,0,2,1,0,0,0,1,0,1,0,0
3142,9,0,0,9,1,0,0,1,0,0,1,1,0
3143,19,0,0,3,1,0,0,0,1,0,1,0,0
3144,12,0,0,1,1,0,0,0,1,1,0,0,0
3145,1,0,0,16,0,1,0,0,1,0,1,0,0
3146,8,0,0,10,1,0,0,1,0,0,1,1,0
3147,1,0,0,2,0,0,1,0,1,0,1,0,0
3148,18,0,0,4,1,0,0,0,1,0,1,0,0
3149,20,0,0,5,0,1,0,0,1,1,0,1,1
3150,2,0,0,12,0,1,0,0,1,1,0,0,0
3151,6,0,0,7,0,1,0,0,1,1,0,0,0
3152,15,0,0,0,0,1,0,0,1,0,1,0,0
3153,17,0,0,0,0,1,0,0,1,0,1,0,0
3154,18,0,0,0,1,0,0,0,1,1,0,0,0
3155,9,0,0,0,0,1,0,1,0,0,1,1,0
3156,6,0,0,4,1,0,0,0,1,0,1,0,0
3157,22,0,0,0,1,0,0,0,1,0,1,0,0
3158,12,0,0,1,1,0,0,0,1,0,1,0,0
3159,2,0,0,2,0,1,0,0,1,0,1,0,0
3160,25,0,0,0,1,0,0,0,1,0,1,0,0
3161,2,0,0,0,1,0,0,0,1,0,1,0,0
3162,6,0,0,1,0,1,0,0,1,0,1,0,0
3163,18,0,0,8,1,0,0,0,1,0,1,0,0
3164,1,0,0,6,1,0,0,0,1,0,1,0,0
3165,20,0,0,0,1,0,0,0,1,1,0,1,1
3166,6,0,0,5,0,1,0,0,1,0,1,0,0
3167,15,0,0,6,0,1,0,0,1,0,1,0,0
3168,1,0,0,4,0,1,0,0,1,0,1,0,0
3169,14,0,0,7,1,0,0,1,0,0,1,1,0
3170,5,0,0,0,1,0,0,0,1,1,0,0,0
3171,2,0,0,3,0,1,0,0,1,0,1,0,0
3172,18,0,0,11,1,0,0,0,1,0,1,0,0
3173,11,0,0,11,1,0,0,1,0,0,1,1,0
3174,1,0,0,6,0,1,0,0,1,1,0,0,0
3175,5,0,0,21,0,1,0,0,1,0,1,0,0
3176,4,0,0,30,0,1,0,0,1,0,1,0,0
3177,8,0,0,3,0,1,0,1,0,0,1,1,0
3178,3,0,0,18,0,1,0,0,1,0,1,0,0
3179,22,0,0,16,1,0,0,0,1,0,1,0,0
3180,15,0,0,6,0,1,0,0,1,0,1,0,0
3181,7,0,0,4,0,1,0,0,1,0,1,0,0
3182,21,0,0,2,0,1,0,0,1,0,1,1,1
3183,21,0,0,14,0,1,0,0,1,0,1,1,1
3184,1,0,0,2,0,1,0,0,1,0,1,0,0
3185,8,0,0,3,0,1,0,1,0,0,1,1,0
3186,1,0,0,0,0,0,1,0,1,0,1,0,0
3187,11,0,0,2,0,1,0,1,0,1,0,1,0
3188,7,0,0,8,0,1,0,0,1,0,1,0,0
3189,19,0,0,3,1,0,0,0,1,0,1,0,0
3190,5,0,0,0,0,1,0,0,1,1,0,0,0
3191,8,0,0,5,1,0,0,1,0,1,0,1,0
3192,14,0,0,13,0,0,1,1,0,0,1,1,0
3193,10,0,0,20,1,0,0,0,1,0,1,1,0
3194,15,0,0,19,1,0,0,0,1,0,1,0,0
3195,20,0,0,11,1,0,0,0,1,0,1,1,1
3196,6,0,0,0,0,0,1,0,1,1,0,0,0
3197,2,0,0,1,1,0,0,0,1,1,0,0,0
3198,11,0,0,1,1,0,0,1,0,0,1,1,0
3199,9,0,0,1,1,0,0,1,0,0,1,1,0
3200,6,0,0,0,1,0,0,0,1,0,1,0,0
3201,2,0,0,0,0,1,0,0,1,0,1,0,0
3202,7,0,0,0,1,0,0,0,1,0,1,0,0
3203,8,0,0,0,1,0,0,1,0,0,1,1,0
3204,5,0,0,0,0,1,0,0,1,0,1,0,0
3205,12,0,0,0,1,0,0,0,1,0,1,0,0
3206,12,0,0,0,0,0,1,0,1,0,1,0,0
3207,7,0,0,0,0,1,0,0,1,0,1,0,0
3208,17,0,0,0,0,0,1,0,1,1,0,0,0
3209,18,0,0,4,1,0,0,0,1,1,0,0,0
3210,24,0,0,3,1,0,0,0,1,1,0,0,0
3211,9,0,0,9,1,0,0,1,0,1,0,1,0
3212,3,0,0,0,0,1,0,0,1,0,1,0,0
3213,5,0,0,0,0,1,0,0,1,1,0,0,0
3214,22,0,0,0,1,0,0,0,1,0,1,0,0
3215,19,0,0,0,1,0,0,0,1,0,1,0,0
3216,8,0,0,0,1,0,0,1,0,0,1,1,0
3217,12,0,0,1,0,1,0,0,1,0,1,0,0
3218,2,0,0,0,0,1,0,0,1,0,1,0,0
3219,12,0,0,4,1,0,0,0,1,1,0,0,0
3220,17,0,0,1,1,0,0,0,1,0,1,0,0
3221,15,0,0,1,1,0,0,0,1,0,1,0,0
3222,17,0,0,4,1,0,0,0,1,0,1,0,0
3223,25,0,0,3,1,0,0,0,1,0,1,0,0
3224,8,0,0,3,1,0,0,1,0,0,1,1,0
3225,8,0,0,1,1,0,0,1,0,0,1,1,0
3226,16,0,0,1,1,0,0,0,1,0,1,0,0
3227,13,0,0,5,1,0,0,0,1,1,0,1,1
3228,18,0,0,2,1,0,0,0,1,0,1,0,0
3229,22,0,0,1,1,0,0,0,1,0,1,0,0
3230,22,0,0,1,0,1,0,0,1,0,1,0,0
3231,14,0,0,2,1,0,0,1,0,0,1,1,0
3232,9,0,0,16,0,0,1,1,0,0,1,1,0
3233,17,0,0,1,1,0,0,0,1,0,1,0,0
3234,16,0,0,5,1,0,0,0,1,0,1,0,0
3235,16,0,0,2,1,0,0,0,1,1,0,0,0
3236,22,0,0,2,1,0,0,0,1,0,1,0,0
3237,11,0,0,14,0,1,0,1,0,0,1,1,0
3238,14,0,0,7,0,0,1,1,0,0,1,1,0
3239,4,0,0,2,0,1,0,0,1,1,0,0,0
3240,19,0,0,16,1,0,0,0,1,1,0,0,0
3241,24,0,0,2,0,1,0,0,1,0,1,0,0
3242,13,0,0,1,1,0,0,0,1,0,1,1,1
3243,18,0,0,2,1,0,0,0,1,0,1,0,0
3244,25,0,0,3,1,0,0,0,1,0,1,0,0
3245,2,0,0,4,0,1,0,0,1,1,0,0,0
3246,17,0,0,2,1,0,0,0,1,0,1,0,0
3247,17,0,0,3,1,0,0,0,1,0,1,0,0
3248,12,0,0,2,1,0,0,0,1,0,1,0,0
3249,12,0,0,1,1,0,0,0,1,1,0,0,0
3250,24,0,0,2,1,0,0,0,1,0,1,0,0
3251,17,0,0,1,1,0,0,0,1,0,1,0,0
3252,17,0,0,3,1,0,0,0,1,0,1,0,0
3253,2,0,0,4,0,1,0,0,1,1,0,0,0
3254,7,0,0,11,0,1,0,0,1,1,0,0,0
3255,17,0,0,11,1,0,0,0,1,0,1,0,0
3256,18,0,0,1,1,0,0,0,1,0,1,0,0
3257,16,0,0,1,1,0,0,0,1,0,1,0,0
3258,16,0,0,14,1,0,0,0,1,0,1,0,0
3259,18,0,0,2,1,0,0,0,1,0,1,0,0
3260,12,0,0,1,1,0,0,0,1,1,0,0,0
3261,19,0,0,4,1,0,0,0,1,0,1,0,0
3262,19,0,0,1,1,0,0,0,1,1,0,0,0
3263,18,0,0,7,1,0,0,0,1,0,1,0,0
3264,3,0,0,2,0,1,0,0,1,0,1,0,0
3265,10,0,0,9,0,0,1,0,1,1,0,1,0
3266,11,0,0,3,1,0,0,1,0,1,0,1,0
3267,3,0,0,11,0,1,0,0,1,0,1,0,0
3268,12,0,0,7,1,0,0,0,1,1,0,0,0
3269,6,0,0,1,0,1,0,0,1,1,0,0,0
3270,18,0,0,10,1,0,0,0,1,0,1,0,0
3271,19,0,0,1,1,0,0,0,1,0,1,0,0
3272,15,0,0,7,0,1,0,0,1,0,1,0,0
3273,18,0,0,3,1,0,0,0,1,0,1,0,0
3274,17,0,0,7,1,0,0,0,1,0,1,0,0
3275,18,0,0,2,1,0,0,0,1,0,1,0,0
3276,16,0,0,3,1,0,0,0,1,0,1,0,0
3277,12,0,0,1,1,0,0,0,1,0,1,0,0
3278,22,0,0,8,1,0,0,0,1,0,1,0,0
3279,15,0,0,2,0,1,0,0,1,0,1,0,0
3280,14,0,0,1,1,0,0,1,0,0,1,1,0
3281,8,0,0,1,1,0,0,1,0,0,1,1,0
3282,11,0,0,2,0,1,0,1,0,0,1,1,0
3283,12,0,0,1,1,0,0,0,1,0,1,0,0
3284,9,0,0,1,1,0,0,1,0,0,1,1,0
3285,17,0,0,1,1,0,0,0,1,0,1,0,0
3286,20,0,0,1,1,0,0,0,1,1,0,1,1
3287,13,0,0,9,1,0,0,0,1,0,1,1,1
3288,16,0,0,3,1,0,0,0,1,0,1,0,0
3289,8,0,0,7,1,0,0,1,0,0,1,1,0
3290,9,0,0,1,0,0,1,1,0,0,1,1,0
3291,16,0,0,5,1,0,0,0,1,0,1,0,0
3292,7,0,0,3,0,1,0,0,1,0,1,0,0
3293,8,0,0,16,1,0,0,1,0,1,0,1,0
3294,17,0,0,7,1,0,0,0,1,0,1,0,0
3295,16,0,0,3,1,0,0,0,1,0,1,0,0
3296,24,0,0,3,1,0,0,0,1,1,0,0,0
3297,18,0,0,2,1,0,0,0,1,0,1,0,0
3298,20,0,0,3,1,0,0,0,1,0,1,1,1
3299,8,0,0,3,1,0,0,1,0,0,1,1,0
3300,20,0,0,2,0,0,1,0,1,0,1,1,1
3301,17,0,0,1,0,0,1,0,1,1,0,0,0
3302,13,0,0,2,1,0,0,0,1,0,1,1,1
3303,25,0,0,6,1,0,0,0,1,0,1,0,0
3304,17,0,0,7,1,0,0,0,1,0,1,0,0
3305,19,0,0,2,1,0,0,0,1,0,1,0,0
3306,24,0,0,2,1,0,0,0,1,1,0,0,0
3307,17,0,0,3,1,0,0,0,1,0,1,0,0
3308,13,0,0,2,0,1,0,0,1,1,0,1,1
3309,17,0,0,5,1,0,0,0,1,0,1,0,0
3310,22,0,0,1,1,0,0,0,1,0,1,0,0
3311,22,0,0,4,1,0,0,0,1,0,1,0,0
3312,19,0,0,1,1,0,0,0,1,0,1,0,0
