,unit_name,major_award_count,trr_count,unsustained_count,white,black,other,black_dominant_district,non_black_dominant_district,female,male,misconduct_rate_higher_than_11,misconduct_rate_level
2883,23,0,0,0,1,0,0,0,1,0,1,0,high
2884,1,0,0,0,1,0,0,0,1,0,1,0,low
2885,3,0,0,6,0,1,0,0,1,0,1,0,low
2886,14,0,0,4,0,0,1,1,0,0,1,0,medium
2887,24,0,0,5,1,0,0,0,1,0,1,0,low
2888,7,0,0,2,1,0,0,0,1,1,0,0,low
2889,15,0,0,5,0,1,0,0,1,1,0,0,low
2890,7,0,0,0,0,1,0,0,1,0,1,0,low
2891,22,0,0,0,0,1,0,0,1,0,1,0,low
2892,7,0,0,0,0,1,0,0,1,0,1,0,low
2893,12,0,0,0,0,0,1,0,1,0,1,0,low
2894,5,0,0,0,1,0,0,0,1,0,1,0,low
2895,11,0,0,0,1,0,0,1,0,0,1,0,medium
2896,17,0,0,0,1,0,0,0,1,0,1,0,low
2897,12,0,0,0,1,0,0,0,1,1,0,0,low
2898,8,0,0,0,1,0,0,1,0,0,1,0,medium
2899,11,0,0,0,1,0,0,1,0,0,1,0,medium
2900,8,0,0,0,1,0,0,1,0,0,1,0,medium
2901,2,0,0,0,0,1,0,0,1,0,1,0,low
2902,1,0,0,0,0,1,0,0,1,0,1,0,low
2903,1,0,0,8,0,0,1,0,1,0,1,0,low
2904,1,0,0,1,1,0,0,0,1,0,1,0,low
2905,1,0,0,5,1,0,0,0,1,0,1,0,low
2906,1,0,0,2,1,0,0,0,1,0,1,0,low
2907,1,0,0,6,1,0,0,0,1,0,1,0,low
2908,1,0,0,1,1,0,0,0,1,0,1,0,low
2909,8,0,0,5,1,0,0,1,0,0,1,0,medium
2910,25,0,0,7,1,0,0,0,1,0,1,0,low
2911,14,0,0,2,0,0,1,1,0,0,1,0,medium
2912,3,0,0,2,0,1,0,0,1,1,0,0,low
2913,1,0,0,1,1,0,0,0,1,0,1,0,low
2914,15,0,0,17,0,1,0,0,1,0,1,0,low
2915,19,0,0,0,1,0,0,0,1,0,1,0,low
2916,17,0,0,0,1,0,0,0,1,0,1,0,low
2917,15,0,0,4,0,1,0,0,1,0,1,0,low
2918,14,0,0,6,1,0,0,1,0,0,1,0,medium
2919,8,0,0,13,1,0,0,1,0,0,1,0,medium
2920,15,0,0,0,0,1,0,0,1,0,1,0,low
2921,9,0,0,6,0,0,1,1,0,0,1,0,medium
2922,14,0,0,6,0,0,1,1,0,0,1,0,medium
2923,7,0,0,22,0,1,0,0,1,0,1,0,low
2924,8,0,0,2,1,0,0,1,0,1,0,0,medium
2925,8,0,0,3,1,0,0,1,0,0,1,0,medium
2926,2,0,0,4,0,1,0,0,1,1,0,0,low
2927,15,0,0,15,0,1,0,0,1,0,1,0,low
2928,10,0,0,6,0,0,1,0,1,0,1,0,medium
2929,25,0,0,2,0,1,0,0,1,0,1,0,low
2930,3,0,0,3,0,1,0,0,1,0,1,0,low
2931,21,0,0,3,0,1,0,0,1,1,0,0,high
2932,9,0,0,1,0,0,1,1,0,0,1,0,medium
2933,7,0,0,2,0,1,0,0,1,0,1,0,low
2934,5,0,0,2,0,1,0,0,1,0,1,0,low
2935,3,0,0,0,0,1,0,0,1,0,1,0,low
2936,10,0,0,4,0,0,1,0,1,0,1,0,medium
2937,9,0,0,0,1,0,0,1,0,0,1,0,medium
2938,2,0,0,0,0,1,0,0,1,0,1,0,low
2939,1,0,0,8,1,0,0,0,1,0,1,0,low
2940,1,0,0,0,0,1,0,0,1,0,1,0,low
2941,14,0,0,2,1,0,0,1,0,0,1,0,medium
2942,7,0,0,4,0,1,0,0,1,0,1,0,low
2943,3,0,0,0,1,0,0,0,1,0,1,0,low
2944,15,0,0,1,0,1,0,0,1,0,1,0,low
2945,16,0,0,1,1,0,0,0,1,0,1,0,low
2946,16,0,0,6,1,0,0,0,1,0,1,0,low
2947,7,0,0,0,0,1,0,0,1,0,1,0,low
2948,15,0,0,2,1,0,0,0,1,1,0,0,low
2949,21,0,0,6,0,1,0,0,1,0,1,0,high
2950,14,0,0,1,0,0,1,1,0,0,1,0,medium
2951,15,0,0,0,0,1,0,0,1,0,1,0,low
2952,9,0,0,0,1,0,0,1,0,1,0,0,medium
2953,1,0,0,3,1,0,0,0,1,0,1,0,low
2954,2,0,0,0,0,1,0,0,1,0,1,0,low
2955,2,0,0,0,0,1,0,0,1,0,1,0,low
2956,7,0,0,0,0,1,0,0,1,0,1,0,low
2957,2,0,0,5,0,1,0,0,1,0,1,0,low
2958,21,0,0,6,0,1,0,0,1,0,1,0,high
2959,14,0,0,6,1,0,0,1,0,0,1,0,medium
2960,15,0,0,5,1,0,0,0,1,1,0,0,low
2961,15,0,0,2,0,1,0,0,1,1,0,0,low
2962,15,0,0,0,0,0,1,0,1,1,0,0,low
2963,12,0,0,3,0,0,1,0,1,0,1,0,low
2964,2,0,0,6,0,1,0,0,1,0,1,0,low
2965,12,0,0,1,1,0,0,0,1,1,0,0,low
2966,2,0,0,0,0,1,0,0,1,1,0,0,low
2967,2,0,0,0,0,1,0,0,1,1,0,0,low
2968,9,0,0,0,1,0,0,1,0,0,1,0,medium
2969,12,0,0,1,0,0,1,0,1,0,1,0,low
2970,18,0,0,1,0,1,0,0,1,0,1,0,low
2971,24,0,0,0,1,0,0,0,1,0,1,0,low
2972,21,0,0,4,1,0,0,0,1,0,1,0,high
2973,18,0,0,2,1,0,0,0,1,0,1,0,low
2974,12,0,0,12,0,0,1,0,1,0,1,0,low
2975,17,0,0,6,1,0,0,0,1,0,1,0,low
2976,14,0,0,2,0,0,1,1,0,0,1,0,medium
2977,16,0,0,6,1,0,0,0,1,0,1,0,low
2978,2,0,0,6,0,1,0,0,1,0,1,0,low
2979,20,0,0,1,0,1,0,0,1,1,0,0,high
2980,7,0,0,2,0,1,0,0,1,1,0,0,low
2981,6,0,0,37,0,1,0,0,1,0,1,0,low
2982,5,0,0,9,1,0,0,0,1,0,1,0,low
2983,22,0,0,1,0,1,0,0,1,1,0,0,low
2984,17,0,0,8,1,0,0,0,1,0,1,0,low
2985,20,0,0,1,1,0,0,0,1,1,0,0,high
2986,9,0,0,2,1,0,0,1,0,0,1,0,medium
2987,20,0,0,6,1,0,0,0,1,0,1,0,high
2988,8,0,0,23,1,0,0,1,0,0,1,0,medium
2989,18,0,0,1,1,0,0,0,1,0,1,0,low
2990,14,0,0,3,1,0,0,1,0,0,1,0,medium
2991,3,0,0,6,1,0,0,0,1,0,1,0,low
2992,6,0,0,10,0,1,0,0,1,0,1,0,low
2993,20,0,0,18,1,0,0,0,1,0,1,0,high
2994,22,0,0,7,1,0,0,0,1,0,1,0,low
2995,22,0,0,3,0,1,0,0,1,0,1,0,low
2996,14,0,0,4,1,0,0,1,0,0,1,0,medium
2997,17,0,0,6,1,0,0,0,1,0,1,0,low
2998,24,0,0,8,1,0,0,0,1,0,1,0,low
2999,12,0,0,7,0,0,1,0,1,1,0,0,low
3000,9,0,0,1,1,0,0,1,0,1,0,0,medium
3001,16,0,0,5,1,0,0,0,1,0,1,0,low
3002,22,0,0,12,1,0,0,0,1,0,1,0,low
3003,20,0,0,2,1,0,0,0,1,0,1,0,high
3004,2,0,0,4,1,0,0,0,1,0,1,0,low
3005,3,0,0,4,0,1,0,0,1,1,0,0,low
3006,2,0,0,4,0,1,0,0,1,0,1,0,low
3007,3,0,0,2,0,1,0,0,1,0,1,0,low
3008,18,0,0,15,0,0,1,0,1,0,1,0,low
3009,25,0,0,6,1,0,0,0,1,0,1,0,low
3010,17,0,0,1,0,1,0,0,1,1,0,0,low
3011,5,0,0,2,0,1,0,0,1,0,1,0,low
3012,15,0,0,25,0,1,0,0,1,0,1,0,low
3013,7,0,0,0,0,1,0,0,1,1,0,0,low
3014,10,0,0,1,0,0,1,0,1,0,1,0,medium
3015,18,0,0,7,1,0,0,0,1,0,1,0,low
3016,1,0,0,2,1,0,0,0,1,0,1,0,low
3017,1,0,0,6,0,1,0,0,1,0,1,0,low
3018,18,0,0,2,1,0,0,0,1,0,1,0,low
3019,8,0,0,3,1,0,0,1,0,0,1,0,medium
3020,6,0,0,24,0,1,0,0,1,0,1,0,low
3021,24,0,0,5,1,0,0,0,1,0,1,0,low
3022,2,0,0,18,0,1,0,0,1,1,0,0,low
3023,3,0,0,1,0,1,0,0,1,0,1,0,low
3024,22,0,0,1,0,1,0,0,1,1,0,0,low
3025,18,0,0,3,1,0,0,0,1,0,1,0,low
3026,18,0,0,2,0,1,0,0,1,0,1,0,low
3027,13,0,0,1,1,0,0,0,1,0,1,0,high
3028,15,0,0,5,1,0,0,0,1,0,1,0,low
3029,15,0,0,9,0,1,0,0,1,0,1,0,low
3030,2,0,0,1,1,0,0,0,1,0,1,0,low
3031,5,0,0,2,0,1,0,0,1,1,0,0,low
3032,1,0,0,8,0,1,0,0,1,0,1,0,low
3033,3,0,0,10,0,1,0,0,1,0,1,0,low
3034,24,0,0,0,1,0,0,0,1,0,1,0,low
3035,22,0,0,2,0,1,0,0,1,0,1,0,low
3036,4,0,0,5,1,0,0,0,1,1,0,0,low
3037,16,0,0,5,1,0,0,0,1,0,1,0,low
3038,21,0,0,2,1,0,0,0,1,0,1,0,high
3039,25,0,0,6,0,1,0,0,1,1,0,0,low
3040,5,0,0,3,0,1,0,0,1,1,0,0,low
3041,2,0,0,5,0,1,0,0,1,0,1,0,low
3042,3,0,0,0,0,1,0,0,1,0,1,0,low
3043,4,0,0,1,0,1,0,0,1,0,1,0,low
3044,14,0,0,1,1,0,0,1,0,0,1,0,medium
3045,7,0,0,23,0,1,0,0,1,0,1,0,low
3046,6,0,0,4,0,1,0,0,1,0,1,0,low
3047,11,0,0,0,0,0,1,1,0,0,1,0,medium
3048,7,0,0,0,0,1,0,0,1,0,1,0,low
3049,14,0,0,0,0,0,1,1,0,0,1,0,medium
3050,19,0,0,22,1,0,0,0,1,0,1,0,low
3051,21,0,0,0,1,0,0,0,1,0,1,0,high
3052,23,0,0,0,1,0,0,0,1,0,1,0,high
3053,3,0,0,1,0,1,0,0,1,0,1,0,low
3054,6,0,0,6,0,1,0,0,1,0,1,0,low
3055,7,0,0,2,0,1,0,0,1,0,1,0,low
3056,2,0,0,5,0,1,0,0,1,0,1,0,low
3057,8,0,0,4,1,0,0,1,0,0,1,0,medium
3058,19,0,0,2,1,0,0,0,1,0,1,0,low
3059,7,0,0,3,0,1,0,0,1,1,0,0,low
3060,12,0,0,2,1,0,0,0,1,1,0,0,low
3061,9,0,0,2,0,1,0,1,0,0,1,0,medium
3062,3,0,0,12,0,1,0,0,1,0,1,0,low
3063,9,0,0,3,1,0,0,1,0,0,1,0,medium
3064,14,0,0,16,0,1,0,1,0,0,1,0,medium
3065,17,0,0,5,1,0,0,0,1,0,1,0,low
3066,15,0,0,0,0,1,0,0,1,1,0,0,low
3067,7,0,0,4,0,1,0,0,1,0,1,0,low
3068,13,0,0,16,1,0,0,0,1,0,1,0,high
3069,22,0,0,8,1,0,0,0,1,0,1,0,low
3070,8,0,0,1,1,0,0,1,0,0,1,0,medium
3071,5,0,0,2,0,1,0,0,1,0,1,0,low
3072,6,0,0,5,0,1,0,0,1,1,0,0,low
3073,12,0,0,6,1,0,0,0,1,0,1,0,low
3074,16,0,0,13,1,0,0,0,1,0,1,0,low
3075,14,0,0,2,0,0,1,1,0,0,1,0,medium
3076,11,0,0,2,0,1,0,1,0,0,1,0,medium
3077,6,0,0,10,0,1,0,0,1,0,1,0,low
3078,24,0,0,11,1,0,0,0,1,0,1,0,low
3079,11,0,0,1,0,1,0,1,0,1,0,0,medium
3080,12,0,0,5,1,0,0,0,1,0,1,0,low
3081,8,0,0,2,1,0,0,1,0,0,1,0,medium
3082,17,0,0,2,1,0,0,0,1,0,1,0,low
3083,6,0,0,2,1,0,0,0,1,0,1,0,low
3084,6,0,0,2,0,1,0,0,1,1,0,0,low
3085,14,0,0,0,1,0,0,1,0,1,0,0,medium
3086,20,0,0,1,1,0,0,0,1,0,1,0,high
3087,11,0,0,0,1,0,0,1,0,0,1,0,medium
3088,11,0,0,2,1,0,0,1,0,0,1,0,medium
3089,12,0,0,2,0,1,0,0,1,0,1,0,low
3090,8,0,0,2,1,0,0,1,0,1,0,0,medium
3091,23,0,0,7,1,0,0,0,1,0,1,0,high
3092,25,0,0,12,1,0,0,0,1,0,1,0,low
3093,15,0,0,2,1,0,0,0,1,1,0,0,low
3094,19,0,0,0,1,0,0,0,1,1,0,0,low
3095,18,0,0,0,0,1,0,0,1,1,0,0,low
3096,23,0,0,2,1,0,0,0,1,0,1,0,high
3097,1,0,0,0,1,0,0,0,1,0,1,0,low
3098,24,0,0,3,1,0,0,0,1,0,1,0,low
3099,8,0,0,6,1,0,0,1,0,0,1,0,medium
3100,19,0,0,0,1,0,0,0,1,0,1,0,low
3101,15,0,0,1,0,1,0,0,1,1,0,0,low
3102,4,0,0,1,0,1,0,0,1,0,1,0,low
3103,1,0,0,0,0,1,0,0,1,0,1,0,low
3104,7,0,0,1,0,1,0,0,1,1,0,0,low
3105,15,0,0,0,1,0,0,0,1,1,0,0,low
3106,5,0,0,3,0,1,0,0,1,0,1,0,low
3107,1,0,0,1,1,0,0,0,1,0,1,0,low
3108,4,0,0,12,0,1,0,0,1,0,1,0,low
3109,23,0,0,0,0,1,0,0,1,0,1,0,high
3110,16,0,0,0,1,0,0,0,1,0,1,0,low
3111,7,0,0,1,0,1,0,0,1,0,1,0,low
3112,8,0,0,4,1,0,0,1,0,1,0,0,medium
3113,3,0,0,0,0,1,0,0,1,0,1,0,low
3114,18,0,0,0,1,0,0,0,1,0,1,0,low
3115,14,0,0,1,1,0,0,1,0,1,0,0,medium
3116,16,0,0,0,1,0,0,0,1,0,1,0,low
3117,8,0,0,3,1,0,0,1,0,0,1,0,medium
3118,6,0,0,2,0,1,0,0,1,0,1,0,low
3119,21,0,0,4,0,1,0,0,1,0,1,0,high
3120,18,0,0,3,1,0,0,0,1,0,1,0,low
3121,13,0,0,6,0,0,1,0,1,0,1,0,high
3122,18,0,0,5,0,1,0,0,1,0,1,0,low
3123,19,0,0,6,1,0,0,0,1,0,1,0,low
3124,1,0,0,1,0,1,0,0,1,0,1,0,low
3125,1,0,0,10,1,0,0,0,1,0,1,0,low
3126,5,0,0,9,0,1,0,0,1,0,1,0,low
3127,13,0,0,1,1,0,0,0,1,0,1,0,high
3128,19,0,0,4,1,0,0,0,1,0,1,0,low
3129,22,0,0,5,0,1,0,0,1,0,1,0,low
3130,25,0,0,2,1,0,0,0,1,0,1,0,low
3131,16,0,0,7,1,0,0,0,1,0,1,0,low
3132,22,0,0,7,0,1,0,0,1,1,0,0,low
3133,2,0,0,3,0,1,0,0,1,0,1,0,low
3134,5,0,0,4,0,1,0,0,1,1,0,0,low
3135,7,0,0,23,0,1,0,0,1,0,1,0,low
3136,7,0,0,16,0,1,0,0,1,0,1,0,low
3137,18,0,0,3,0,1,0,0,1,0,1,0,low
3138,18,0,0,20,1,0,0,0,1,0,1,0,low
3139,18,0,0,2,1,0,0,0,1,0,1,0,low
3140,1,0,0,13,0,1,0,0,1,0,1,0,low
3141,22,0,0,2,1,0,0,0,1,0,1,0,low
3142,9,0,0,9,1,0,0,1,0,0,1,0,medium
3143,19,0,0,3,1,0,0,0,1,0,1,0,low
3144,12,0,0,1,1,0,0,0,1,1,0,0,low
3145,1,0,0,16,0,1,0,0,1,0,1,0,low
3146,8,0,0,10,1,0,0,1,0,0,1,0,medium
3147,1,0,0,2,0,0,1,0,1,0,1,0,low
3148,18,0,0,4,1,0,0,0,1,0,1,0,low
3149,20,0,0,5,0,1,0,0,1,1,0,0,high
3150,2,0,0,12,0,1,0,0,1,1,0,0,low
3151,6,0,0,7,0,1,0,0,1,1,0,0,low
3152,15,0,0,0,0,1,0,0,1,0,1,0,low
3153,17,0,0,0,0,1,0,0,1,0,1,0,low
3154,18,0,0,0,1,0,0,0,1,1,0,0,low
3155,9,0,0,0,0,1,0,1,0,0,1,0,medium
3156,6,0,0,4,1,0,0,0,1,0,1,0,low
3157,22,0,0,0,1,0,0,0,1,0,1,0,low
3158,12,0,0,1,1,0,0,0,1,0,1,0,low
3159,2,0,0,2,0,1,0,0,1,0,1,0,low
3160,25,0,0,0,1,0,0,0,1,0,1,0,low
3161,2,0,0,0,1,0,0,0,1,0,1,0,low
3162,6,0,0,1,0,1,0,0,1,0,1,0,low
3163,18,0,0,8,1,0,0,0,1,0,1,0,low
3164,1,0,0,6,1,0,0,0,1,0,1,0,low
3165,20,0,0,0,1,0,0,0,1,1,0,0,high
3166,6,0,0,5,0,1,0,0,1,0,1,0,low
3167,15,0,0,6,0,1,0,0,1,0,1,0,low
3168,1,0,0,4,0,1,0,0,1,0,1,0,low
3169,14,0,0,7,1,0,0,1,0,0,1,0,medium
3170,5,0,0,0,1,0,0,0,1,1,0,0,low
3171,2,0,0,3,0,1,0,0,1,0,1,0,low
3172,18,0,0,11,1,0,0,0,1,0,1,0,low
3173,11,0,0,11,1,0,0,1,0,0,1,0,medium
3174,1,0,0,6,0,1,0,0,1,1,0,0,low
3175,5,0,0,21,0,1,0,0,1,0,1,0,low
3176,4,0,0,30,0,1,0,0,1,0,1,0,low
3177,8,0,0,3,0,1,0,1,0,0,1,0,medium
3178,3,0,0,18,0,1,0,0,1,0,1,0,low
3179,22,0,0,16,1,0,0,0,1,0,1,0,low
3180,15,0,0,6,0,1,0,0,1,0,1,0,low
3181,7,0,0,4,0,1,0,0,1,0,1,0,low
3182,21,0,0,2,0,1,0,0,1,0,1,0,high
3183,21,0,0,14,0,1,0,0,1,0,1,0,high
3184,1,0,0,2,0,1,0,0,1,0,1,0,low
3185,8,0,0,3,0,1,0,1,0,0,1,0,medium
3186,1,0,0,0,0,0,1,0,1,0,1,0,low
3187,11,0,0,2,0,1,0,1,0,1,0,0,medium
3188,7,0,0,8,0,1,0,0,1,0,1,0,low
3189,19,0,0,3,1,0,0,0,1,0,1,0,low
3190,5,0,0,0,0,1,0,0,1,1,0,0,low
3191,8,0,0,5,1,0,0,1,0,1,0,0,medium
3192,14,0,0,13,0,0,1,1,0,0,1,0,medium
3193,10,0,0,20,1,0,0,0,1,0,1,0,medium
3194,15,0,0,19,1,0,0,0,1,0,1,0,low
3195,20,0,0,11,1,0,0,0,1,0,1,0,high
3196,6,0,0,0,0,0,1,0,1,1,0,0,low
3197,2,0,0,1,1,0,0,0,1,1,0,0,low
3198,11,0,0,1,1,0,0,1,0,0,1,0,medium
3199,9,0,0,1,1,0,0,1,0,0,1,0,medium
3200,6,0,0,0,1,0,0,0,1,0,1,0,low
3201,2,0,0,0,0,1,0,0,1,0,1,0,low
3202,7,0,0,0,1,0,0,0,1,0,1,0,low
3203,8,0,0,0,1,0,0,1,0,0,1,0,medium
3204,5,0,0,0,0,1,0,0,1,0,1,0,low
3205,12,0,0,0,1,0,0,0,1,0,1,0,low
3206,12,0,0,0,0,0,1,0,1,0,1,0,low
3207,7,0,0,0,0,1,0,0,1,0,1,0,low
3208,17,0,0,0,0,0,1,0,1,1,0,0,low
3209,18,0,0,4,1,0,0,0,1,1,0,0,low
3210,24,0,0,3,1,0,0,0,1,1,0,0,low
3211,9,0,0,9,1,0,0,1,0,1,0,0,medium
3212,3,0,0,0,0,1,0,0,1,0,1,0,low
3213,5,0,0,0,0,1,0,0,1,1,0,0,low
3214,22,0,0,0,1,0,0,0,1,0,1,0,low
3215,19,0,0,0,1,0,0,0,1,0,1,0,low
3216,8,0,0,0,1,0,0,1,0,0,1,0,medium
3217,12,0,0,1,0,1,0,0,1,0,1,0,low
3218,2,0,0,0,0,1,0,0,1,0,1,0,low
3219,12,0,0,4,1,0,0,0,1,1,0,0,low
3220,17,0,0,1,1,0,0,0,1,0,1,0,low
3221,15,0,0,1,1,0,0,0,1,0,1,0,low
3222,17,0,0,4,1,0,0,0,1,0,1,0,low
3223,25,0,0,3,1,0,0,0,1,0,1,0,low
3224,8,0,0,3,1,0,0,1,0,0,1,0,medium
3225,8,0,0,1,1,0,0,1,0,0,1,0,medium
3226,16,0,0,1,1,0,0,0,1,0,1,0,low
3227,13,0,0,5,1,0,0,0,1,1,0,0,high
3228,18,0,0,2,1,0,0,0,1,0,1,0,low
3229,22,0,0,1,1,0,0,0,1,0,1,0,low
3230,22,0,0,1,0,1,0,0,1,0,1,0,low
3231,14,0,0,2,1,0,0,1,0,0,1,0,medium
3232,9,0,0,16,0,0,1,1,0,0,1,0,medium
3233,17,0,0,1,1,0,0,0,1,0,1,0,low
3234,16,0,0,5,1,0,0,0,1,0,1,0,low
3235,16,0,0,2,1,0,0,0,1,1,0,0,low
3236,22,0,0,2,1,0,0,0,1,0,1,0,low
3237,11,0,0,14,0,1,0,1,0,0,1,0,medium
3238,14,0,0,7,0,0,1,1,0,0,1,0,medium
3239,4,0,0,2,0,1,0,0,1,1,0,0,low
3240,19,0,0,16,1,0,0,0,1,1,0,0,low
3241,24,0,0,2,0,1,0,0,1,0,1,0,low
3242,13,0,0,1,1,0,0,0,1,0,1,0,high
3243,18,0,0,2,1,0,0,0,1,0,1,0,low
3244,25,0,0,3,1,0,0,0,1,0,1,0,low
3245,2,0,0,4,0,1,0,0,1,1,0,0,low
3246,17,0,0,2,1,0,0,0,1,0,1,0,low
3247,17,0,0,3,1,0,0,0,1,0,1,0,low
3248,12,0,0,2,1,0,0,0,1,0,1,0,low
3249,12,0,0,1,1,0,0,0,1,1,0,0,low
3250,24,0,0,2,1,0,0,0,1,0,1,0,low
3251,17,0,0,1,1,0,0,0,1,0,1,0,low
3252,17,0,0,3,1,0,0,0,1,0,1,0,low
3253,2,0,0,4,0,1,0,0,1,1,0,0,low
3254,7,0,0,11,0,1,0,0,1,1,0,0,low
3255,17,0,0,11,1,0,0,0,1,0,1,0,low
3256,18,0,0,1,1,0,0,0,1,0,1,0,low
3257,16,0,0,1,1,0,0,0,1,0,1,0,low
3258,16,0,0,14,1,0,0,0,1,0,1,0,low
3259,18,0,0,2,1,0,0,0,1,0,1,0,low
3260,12,0,0,1,1,0,0,0,1,1,0,0,low
3261,19,0,0,4,1,0,0,0,1,0,1,0,low
3262,19,0,0,1,1,0,0,0,1,1,0,0,low
3263,18,0,0,7,1,0,0,0,1,0,1,0,low
3264,3,0,0,2,0,1,0,0,1,0,1,0,low
3265,10,0,0,9,0,0,1,0,1,1,0,0,medium
3266,11,0,0,3,1,0,0,1,0,1,0,0,medium
3267,3,0,0,11,0,1,0,0,1,0,1,0,low
3268,12,0,0,7,1,0,0,0,1,1,0,0,low
3269,6,0,0,1,0,1,0,0,1,1,0,0,low
3270,18,0,0,10,1,0,0,0,1,0,1,0,low
3271,19,0,0,1,1,0,0,0,1,0,1,0,low
3272,15,0,0,7,0,1,0,0,1,0,1,0,low
3273,18,0,0,3,1,0,0,0,1,0,1,0,low
3274,17,0,0,7,1,0,0,0,1,0,1,0,low
3275,18,0,0,2,1,0,0,0,1,0,1,0,low
3276,16,0,0,3,1,0,0,0,1,0,1,0,low
3277,12,0,0,1,1,0,0,0,1,0,1,0,low
3278,22,0,0,8,1,0,0,0,1,0,1,0,low
3279,15,0,0,2,0,1,0,0,1,0,1,0,low
3280,14,0,0,1,1,0,0,1,0,0,1,0,medium
3281,8,0,0,1,1,0,0,1,0,0,1,0,medium
3282,11,0,0,2,0,1,0,1,0,0,1,0,medium
3283,12,0,0,1,1,0,0,0,1,0,1,0,low
3284,9,0,0,1,1,0,0,1,0,0,1,0,medium
3285,17,0,0,1,1,0,0,0,1,0,1,0,low
3286,20,0,0,1,1,0,0,0,1,1,0,0,high
3287,13,0,0,9,1,0,0,0,1,0,1,0,high
3288,16,0,0,3,1,0,0,0,1,0,1,0,low
3289,8,0,0,7,1,0,0,1,0,0,1,0,medium
3290,9,0,0,1,0,0,1,1,0,0,1,0,medium
3291,16,0,0,5,1,0,0,0,1,0,1,0,low
3292,7,0,0,3,0,1,0,0,1,0,1,0,low
3293,8,0,0,16,1,0,0,1,0,1,0,0,medium
3294,17,0,0,7,1,0,0,0,1,0,1,0,low
3295,16,0,0,3,1,0,0,0,1,0,1,0,low
3296,24,0,0,3,1,0,0,0,1,1,0,0,low
3297,18,0,0,2,1,0,0,0,1,0,1,0,low
3298,20,0,0,3,1,0,0,0,1,0,1,0,high
3299,8,0,0,3,1,0,0,1,0,0,1,0,medium
3300,20,0,0,2,0,0,1,0,1,0,1,0,high
3301,17,0,0,1,0,0,1,0,1,1,0,0,low
3302,13,0,0,2,1,0,0,0,1,0,1,0,high
3303,25,0,0,6,1,0,0,0,1,0,1,0,low
3304,17,0,0,7,1,0,0,0,1,0,1,0,low
3305,19,0,0,2,1,0,0,0,1,0,1,0,low
3306,24,0,0,2,1,0,0,0,1,1,0,0,low
3307,17,0,0,3,1,0,0,0,1,0,1,0,low
3308,13,0,0,2,0,1,0,0,1,1,0,0,high
3309,17,0,0,5,1,0,0,0,1,0,1,0,low
3310,22,0,0,1,1,0,0,0,1,0,1,0,low
3311,22,0,0,4,1,0,0,0,1,0,1,0,low
3312,19,0,0,1,1,0,0,0,1,0,1,0,low
3313,20,0,0,3,1,0,0,0,1,0,1,0,high
3314,19,0,0,2,1,0,0,0,1,0,1,0,low
3315,16,0,0,2,1,0,0,0,1,1,0,0,low
3316,6,0,0,3,0,1,0,0,1,1,0,0,low
3317,7,0,0,1,0,1,0,0,1,1,0,0,low
3318,9,0,0,2,1,0,0,1,0,0,1,0,medium
3319,8,0,0,1,1,0,0,1,0,0,1,0,medium
3320,22,0,0,5,1,0,0,0,1,0,1,0,low
3321,15,0,0,1,1,0,0,0,1,0,1,0,low
3322,8,0,0,3,1,0,0,1,0,0,1,0,medium
3323,16,0,0,3,1,0,0,0,1,0,1,0,low
3324,8,0,0,6,1,0,0,1,0,0,1,0,medium
3325,20,0,0,1,1,0,0,0,1,0,1,0,high
3326,14,0,0,4,1,0,0,1,0,0,1,0,medium
3327,23,0,0,9,0,1,0,0,1,0,1,0,high
3328,5,0,0,2,1,0,0,0,1,0,1,0,low
3329,12,0,0,2,1,0,0,0,1,0,1,0,low
3330,18,0,0,9,0,1,0,0,1,0,1,0,low
3331,5,0,0,2,0,1,0,0,1,1,0,0,low
3332,25,0,0,3,1,0,0,0,1,0,1,0,low
3333,19,0,0,4,1,0,0,0,1,0,1,0,low
3334,6,0,0,3,1,0,0,0,1,0,1,0,low
3335,1,0,0,5,1,0,0,0,1,0,1,0,low
3336,6,0,0,2,0,1,0,0,1,1,0,0,low
3337,2,0,0,3,1,0,0,0,1,0,1,0,low
3338,11,0,0,2,1,0,0,1,0,0,1,0,medium
3339,12,0,0,0,1,0,0,0,1,0,1,0,low
3340,16,0,0,0,1,0,0,0,1,0,1,0,low
3341,15,0,0,0,1,0,0,0,1,0,1,0,low
3342,20,0,0,0,1,0,0,0,1,0,1,0,high
3343,19,0,0,0,1,0,0,0,1,0,1,0,low
3344,17,0,0,0,1,0,0,0,1,1,0,0,low
3345,12,0,0,0,1,0,0,0,1,0,1,0,low
3346,23,0,0,0,0,1,0,0,1,0,1,0,high
3347,14,0,0,0,1,0,0,1,0,0,1,0,medium
3348,16,0,0,0,1,0,0,0,1,0,1,0,low
3349,8,0,0,0,1,0,0,1,0,0,1,0,medium
3350,5,0,0,0,0,1,0,0,1,1,0,0,low
3351,7,0,0,0,0,1,0,0,1,0,1,0,low
3352,23,0,0,0,1,0,0,0,1,0,1,0,high
3353,7,0,0,0,1,0,0,0,1,0,1,0,low
3354,25,0,0,0,1,0,0,0,1,0,1,0,low
3355,17,0,0,0,1,0,0,0,1,1,0,0,low
3356,12,0,0,0,1,0,0,0,1,0,1,0,low
3357,6,0,0,0,0,1,0,0,1,0,1,0,low
3358,18,0,0,0,1,0,0,0,1,0,1,0,low
3359,20,0,0,0,1,0,0,0,1,1,0,0,high
